Taxon	TaxID	Fragments	PropTotal	PropNonHost
Usitatibacteraceae	2803844	3	3.436426116838488e-7	0.0010104412260020209
Glycomycetaceae	85034	3	3.436426116838488e-7	0.0010104412260020209
Ilumatobacteraceae	2448023	3	3.436426116838488e-7	0.0010104412260020209
Eggerthellaceae	1643826	3	3.436426116838488e-7	0.0010104412260020209
Rubrobacteraceae	84997	3	3.436426116838488e-7	0.0010104412260020209
Deinococcaceae	183710	3	3.436426116838488e-7	0.0010104412260020209
Haloarculaceae	1963268	3	3.436426116838488e-7	0.0010104412260020209
Beijerinckiaceae	45404	2	2.290950744558992e-7	0.0006736274840013472
Sphingosinicellaceae	2820280	2	2.290950744558992e-7	0.0006736274840013472
Stellaceae	2844601	2	2.290950744558992e-7	0.0006736274840013472
Maricaulaceae	2800061	2	2.290950744558992e-7	0.0006736274840013472
Wenzhouxiangellaceae	1676141	2	2.290950744558992e-7	0.0006736274840013472
Woeseiaceae	1738654	2	2.290950744558992e-7	0.0006736274840013472
Yersiniaceae	1903411	2	2.290950744558992e-7	0.0006736274840013472
Cellvibrionaceae	1706371	2	2.290950744558992e-7	0.0006736274840013472
Immundisolibacteraceae	1934946	2	2.290950744558992e-7	0.0006736274840013472
Methylococcaceae	403	2	2.290950744558992e-7	0.0006736274840013472
Methylophilaceae	32011	2	2.290950744558992e-7	0.0006736274840013472
Nitrosomonadaceae	206379	2	2.290950744558992e-7	0.0006736274840013472
Myxococcaceae	31	2	2.290950744558992e-7	0.0006736274840013472
Desulfuromonadaceae	213421	2	2.290950744558992e-7	0.0006736274840013472
Acidithiobacillaceae	225058	2	2.290950744558992e-7	0.0006736274840013472
Dermabacteraceae	85020	2	2.290950744558992e-7	0.0006736274840013472
Gordoniaceae	85026	2	2.290950744558992e-7	0.0006736274840013472
Actinopolymorphaceae	2805400	2	2.290950744558992e-7	0.0006736274840013472
Bifidobacteriaceae	31953	2	2.290950744558992e-7	0.0006736274840013472
Frankiaceae	74712	2	2.290950744558992e-7	0.0006736274840013472
Thermoanaerobacteraceae	186814	2	2.290950744558992e-7	0.0006736274840013472
Trueperaceae	332247	2	2.290950744558992e-7	0.0006736274840013472
Acholeplasmataceae	2146	2	2.290950744558992e-7	0.0006736274840013472
Hymenobacteraceae	1853232	2	2.290950744558992e-7	0.0006736274840013472
Gemmatimonadaceae	219687	2	2.290950744558992e-7	0.0006736274840013472
Pirellulaceae	2691357	2	2.290950744558992e-7	0.0006736274840013472
Gemmataceae	1914233	2	2.290950744558992e-7	0.0006736274840013472
Sphaerochaetaceae	2791015	2	2.290950744558992e-7	0.0006736274840013472
Halobacteriaceae	2236	2	2.290950744558992e-7	0.0006736274840013472
Autographiviridae	2731643	2	2.290950744558992e-7	0.0006736274840013472
