Taxon	TaxID	Fragments	PropTotal	PropNonHost
Roseitalea porphyridii	1852022	6	2.5566293398783046e-6	0.0030441400304414
Bradyrhizobium sp. CCBAU 53351	1325114	6	2.5566293398783046e-6	0.0030441400304414
Devosia ginsengisoli	400770	6	2.5566293398783046e-6	0.0030441400304414
Janthinobacterium sp. HH102	1537274	6	2.5566293398783046e-6	0.0030441400304414
Massilia sp. WG5	1707785	6	2.5566293398783046e-6	0.0030441400304414
Ralstonia insidiosa	190721	6	2.5566293398783046e-6	0.0030441400304414
Azospira restricta	404405	6	2.5566293398783046e-6	0.0030441400304414
Microbacterium sp. Y-01	2048898	6	2.5566293398783046e-6	0.0030441400304414
Janibacter indicus	857417	6	2.5566293398783046e-6	0.0030441400304414
Pseudonocardia abyssalis	2792008	6	2.5566293398783046e-6	0.0030441400304414
Prauserella marina	530584	6	2.5566293398783046e-6	0.0030441400304414
Prevotella copri	165179	6	2.5566293398783046e-6	0.0030441400304414
Pseudomonas sp. gcc21	2726989	5	2.130524449898587e-6	0.0025367833587011668
Moraxella osloensis	34062	5	2.130524449898587e-6	0.0025367833587011668
Halomonas sp. Y2R2	2562282	5	2.130524449898587e-6	0.0025367833587011668
Thiocapsa bogorovii	521689	5	2.130524449898587e-6	0.0025367833587011668
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	2493680	5	2.130524449898587e-6	0.0025367833587011668
Mesorhizobium terrae	2725666	5	2.130524449898587e-6	0.0025367833587011668
Aminobacter sp. MSH1	374606	5	2.130524449898587e-6	0.0025367833587011668
Bradyrhizobium guangdongense	1325090	5	2.130524449898587e-6	0.0025367833587011668
Variibacter gotjawalensis	1333996	5	2.130524449898587e-6	0.0025367833587011668
Bosea sp. ANAM02	2020412	5	2.130524449898587e-6	0.0025367833587011668
Variovorax sp. RKNM96	2681552	5	2.130524449898587e-6	0.0025367833587011668
Herbaspirillum huttiense	863372	5	2.130524449898587e-6	0.0025367833587011668
Mycolicibacterium fallax	1793	5	2.130524449898587e-6	0.0025367833587011668
Streptomyces venezuelae	54571	5	2.130524449898587e-6	0.0025367833587011668
Lactobacillus gasseri	1596	5	2.130524449898587e-6	0.0025367833587011668
Enterococcus gilvus	160453	5	2.130524449898587e-6	0.0025367833587011668
Peptoniphilus harei	54005	5	2.130524449898587e-6	0.0025367833587011668
Deinococcus wulumuqiensis	980427	5	2.130524449898587e-6	0.0025367833587011668
Pedobacter sp. PACM 27299	1727164	5	2.130524449898587e-6	0.0025367833587011668
Pseudomonas protegens	380021	4	1.7044195599188697e-6	0.0020294266869609334
Halopseudomonas xinjiangensis	487184	4	1.7044195599188697e-6	0.0020294266869609334
Marinobacter salarius	1420917	4	1.7044195599188697e-6	0.0020294266869609334
Pseudoxanthomonas suwonensis	314722	4	1.7044195599188697e-6	0.0020294266869609334
Acinetobacter junii	40215	4	1.7044195599188697e-6	0.0020294266869609334
Alcanivorax pacificus	1306787	4	1.7044195599188697e-6	0.0020294266869609334
Bradyrhizobium sp. 186	2782654	4	1.7044195599188697e-6	0.0020294266869609334
Bosea sp. Tri-49	1867715	4	1.7044195599188697e-6	0.0020294266869609334
[Ochrobactrum] quorumnocens	271865	4	1.7044195599188697e-6	0.0020294266869609334
Phreatobacter sp. NMCR1094	2570229	4	1.7044195599188697e-6	0.0020294266869609334
Caulobacter rhizosphaerae	2010972	4	1.7044195599188697e-6	0.0020294266869609334
Sphingomonas profundi	2681549	4	1.7044195599188697e-6	0.0020294266869609334
Novosphingobium sp. EMRT-2	2571749	4	1.7044195599188697e-6	0.0020294266869609334
Paracoccus zhejiangensis	1077935	4	1.7044195599188697e-6	0.0020294266869609334
Comamonas sp. Y33R10-2	2853257	4	1.7044195599188697e-6	0.0020294266869609334
Rhodoferax sp. PAMC 29310	2822760	4	1.7044195599188697e-6	0.0020294266869609334
Schlegelella thermodepolymerans	215580	4	1.7044195599188697e-6	0.0020294266869609334
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	4	1.7044195599188697e-6	0.0020294266869609334
Burkholderia stabilis	95485	4	1.7044195599188697e-6	0.0020294266869609334
Neisseria mucosa	488	4	1.7044195599188697e-6	0.0020294266869609334
Arthrobacter sp. PM3	2017685	4	1.7044195599188697e-6	0.0020294266869609334
Citricoccus sp. SGAir0253	2567881	4	1.7044195599188697e-6	0.0020294266869609334
Nocardioides sp. TF02-7	2917724	4	1.7044195599188697e-6	0.0020294266869609334
Rhodococcus globerulus	33008	4	1.7044195599188697e-6	0.0020294266869609334
Gordonia sp. YC-JH1	2059875	4	1.7044195599188697e-6	0.0020294266869609334
Pseudonocardia dioxanivorans	240495	4	1.7044195599188697e-6	0.0020294266869609334
Streptomyces sp. MST-110588	2833628	4	1.7044195599188697e-6	0.0020294266869609334
Blastococcus sp. PRF04-17	2933797	4	1.7044195599188697e-6	0.0020294266869609334
Modestobacter sp. L9-4	2851567	4	1.7044195599188697e-6	0.0020294266869609334
Jiangella sp. DSM 45060	1798224	4	1.7044195599188697e-6	0.0020294266869609334
Conexibacter woesei	191495	4	1.7044195599188697e-6	0.0020294266869609334
Limosilactobacillus reuteri	1598	4	1.7044195599188697e-6	0.0020294266869609334
Pseudomonas sp. DG56-2	2320270	3	1.2783146699391523e-6	0.0015220700152207
Pseudomonas sp. CMR5c	658630	3	1.2783146699391523e-6	0.0015220700152207
Pseudomonas azotoformans	47878	3	1.2783146699391523e-6	0.0015220700152207
Pseudomonas cavernae	2320867	3	1.2783146699391523e-6	0.0015220700152207
Pseudomonas stutzeri	316	3	1.2783146699391523e-6	0.0015220700152207
Pseudomonas knackmussii	65741	3	1.2783146699391523e-6	0.0015220700152207
Serratia fonticola	47917	3	1.2783146699391523e-6	0.0015220700152207
Yersinia intermedia	631	3	1.2783146699391523e-6	0.0015220700152207
Sulfurifustis variabilis	1675686	3	1.2783146699391523e-6	0.0015220700152207
Bosea sp. RAC05	1842539	3	1.2783146699391523e-6	0.0015220700152207
Devosia sp. 1566	2499144	3	1.2783146699391523e-6	0.0015220700152207
Ancylobacter polymorphus	223390	3	1.2783146699391523e-6	0.0015220700152207
Phreatobacter cathodiphilus	1868589	3	1.2783146699391523e-6	0.0015220700152207
Pseudorhodoplanes sinuspersici	1235591	3	1.2783146699391523e-6	0.0015220700152207
Brevundimonas naejangsanensis	588932	3	1.2783146699391523e-6	0.0015220700152207
Sphingomonas aliaeris	2759526	3	1.2783146699391523e-6	0.0015220700152207
Sphingopyxis sp. OPL5	2486273	3	1.2783146699391523e-6	0.0015220700152207
Paracoccus sp. AK26	2589076	3	1.2783146699391523e-6	0.0015220700152207
Hydrogenophaga sp. PAMC20947	2565558	3	1.2783146699391523e-6	0.0015220700152207
Achromobacter insolitus	217204	3	1.2783146699391523e-6	0.0015220700152207
Microbacterium sp. LKL04	912630	3	1.2783146699391523e-6	0.0015220700152207
Mycobacterium colombiense	339268	3	1.2783146699391523e-6	0.0015220700152207
Corynebacterium ureicelerivorans	401472	3	1.2783146699391523e-6	0.0015220700152207
Saccharomonospora viridis	1852	3	1.2783146699391523e-6	0.0015220700152207
Saccharothrix syringae	103733	3	1.2783146699391523e-6	0.0015220700152207
Nocardiopsis sp. MT53	2865672	3	1.2783146699391523e-6	0.0015220700152207
Actinomadura graeca	2750812	3	1.2783146699391523e-6	0.0015220700152207
Ligilactobacillus animalis	1605	3	1.2783146699391523e-6	0.0015220700152207
Halobaculum magnesiiphilum	1017351	3	1.2783146699391523e-6	0.0015220700152207
Saccharolobus solfataricus	2287	3	1.2783146699391523e-6	0.0015220700152207
Pseudomonas fulva	47880	2	8.522097799594348e-7	0.0010147133434804667
Pseudomonas frederiksbergensis	104087	2	8.522097799594348e-7	0.0010147133434804667
Halopseudomonas litoralis	797277	2	8.522097799594348e-7	0.0010147133434804667
Thermomonas carbonis	1463158	2	8.522097799594348e-7	0.0010147133434804667
Rhodanobacter sp. FDAARGOS 1247	2778082	2	8.522097799594348e-7	0.0010147133434804667
Spiribacter sp. E85	2182432	2	8.522097799594348e-7	0.0010147133434804667
Microvirga sp. VF16	2807101	2	8.522097799594348e-7	0.0010147133434804667
Hyphomicrobium nitrativorans	1427356	2	8.522097799594348e-7	0.0010147133434804667
Methyloceanibacter caenitepidi	1384459	2	8.522097799594348e-7	0.0010147133434804667
Sphingomonas sp. KC8	1030157	2	8.522097799594348e-7	0.0010147133434804667
Sphingomonas sp. Cra20	1327635	2	8.522097799594348e-7	0.0010147133434804667
Sphingomonas suaedae	2599297	2	8.522097799594348e-7	0.0010147133434804667
Novosphingobium ginsenosidimutans	1176536	2	8.522097799594348e-7	0.0010147133434804667
Parasphingopyxis algicola	2026624	2	8.522097799594348e-7	0.0010147133434804667
Altererythrobacter ishigakiensis	476157	2	8.522097799594348e-7	0.0010147133434804667
Porphyrobacter sp. CACIAM 03H1	2003315	2	8.522097799594348e-7	0.0010147133434804667
Aquisalinus flavus	1526572	2	8.522097799594348e-7	0.0010147133434804667
Rhodoferax antarcticus	81479	2	8.522097799594348e-7	0.0010147133434804667
Caballeronia grimmiae	1071679	2	8.522097799594348e-7	0.0010147133434804667
Rubrivivax gelatinosus	28068	2	8.522097799594348e-7	0.0010147133434804667
Candidatus Methylopumilus planktonicus	1581557	2	8.522097799594348e-7	0.0010147133434804667
Glaciihabitans sp. INWT7	2596912	2	8.522097799594348e-7	0.0010147133434804667
Agromyces aureus	453304	2	8.522097799594348e-7	0.0010147133434804667
Rathayibacter sp. VKM Ac-2760	2609253	2	8.522097799594348e-7	0.0010147133434804667
Pseudoclavibacter sp. Marseille-Q3772	2866588	2	8.522097799594348e-7	0.0010147133434804667
Salinibacterium sp. UTAS2018	2508880	2	8.522097799594348e-7	0.0010147133434804667
Kocuria palustris	71999	2	8.522097799594348e-7	0.0010147133434804667
Janibacter limosus	53458	2	8.522097799594348e-7	0.0010147133434804667
Arsenicicoccus sp. oral taxon 190	1658671	2	8.522097799594348e-7	0.0010147133434804667
Dermacoccus nishinomiyaensis	1274	2	8.522097799594348e-7	0.0010147133434804667
Nocardioides sp. JS614	196162	2	8.522097799594348e-7	0.0010147133434804667
Nocardioides sp. MC1495	2736757	2	8.522097799594348e-7	0.0010147133434804667
Nocardioides dokdonensis	450734	2	8.522097799594348e-7	0.0010147133434804667
Mycolicibacterium aubagnense	319707	2	8.522097799594348e-7	0.0010147133434804667
Mycobacterium diernhoferi	1801	2	8.522097799594348e-7	0.0010147133434804667
Corynebacterium sphenisci	191493	2	8.522097799594348e-7	0.0010147133434804667
Corynebacterium tuberculostearicum	38304	2	8.522097799594348e-7	0.0010147133434804667
Corynebacterium nuruki	1032851	2	8.522097799594348e-7	0.0010147133434804667
Saccharopolyspora erythraea	1836	2	8.522097799594348e-7	0.0010147133434804667
Yinghuangia sp. ASG 101	2896848	2	8.522097799594348e-7	0.0010147133434804667
Actinomyces naeslundii	1655	2	8.522097799594348e-7	0.0010147133434804667
Gardnerella vaginalis	2702	2	8.522097799594348e-7	0.0010147133434804667
Stackebrandtia nassauensis	283811	2	8.522097799594348e-7	0.0010147133434804667
Olsenella sp. oral taxon 807	712411	2	8.522097799594348e-7	0.0010147133434804667
Thermophilibacter immobilis	2779519	2	8.522097799594348e-7	0.0010147133434804667
Collinsella aerofaciens	74426	2	8.522097799594348e-7	0.0010147133434804667
Eggerthella sp. YY7918	502558	2	8.522097799594348e-7	0.0010147133434804667
Miltoncostaea marina	2843215	2	8.522097799594348e-7	0.0010147133434804667
Egicoccus halophilus	1670830	2	8.522097799594348e-7	0.0010147133434804667
Actinomarinicola tropica	2789776	2	8.522097799594348e-7	0.0010147133434804667
Enterococcus avium	33945	2	8.522097799594348e-7	0.0010147133434804667
Faecalibacterium prausnitzii	853	2	8.522097799594348e-7	0.0010147133434804667
Candidatus Kaistella beijingensis	2820270	2	8.522097799594348e-7	0.0010147133434804667
Lacipirellula limnantheis	2528024	2	8.522097799594348e-7	0.0010147133434804667
